Depmap ID,"RNAi (Achilles, DEMETER2)",Cell Line Name,Primary Disease,Lineage,Lineage Subtype,Expression Public 24Q2,Mutations_Prioritized
ACH-000720,-0.969304739895516,TCCSUP,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,5.625562739966372,Other
ACH-000752,-0.9200470307668617,NCIH196,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,6.047669251391315,Other
ACH-000750,-1.1452866308636158,LOXIMVI,Melanoma,Skin,Melanoma,4.766065051474954,Other
ACH-000749,-1.009842677452463,DMS273,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,5.013908845490639,Other
ACH-000748,-1.0296036693836745,SJSA1,Osteosarcoma,Bone,Osteosarcoma,5.6946016533561234,Other
ACH-000747,-0.8429838280889622,NCIH1703,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.488000770834068,Other
ACH-000746,-1.052947094544387,GSS,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,4.905928478173135,Other
ACH-000744,-0.9368642707670007,NCIH1623,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,4.874796965898665,Other
ACH-000738,-1.0308219918563981,GB1,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.8376910004285625,Other
ACH-000736,-0.7080036272453731,SNU601,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.495695162624068,Other
ACH-000735,-0.7850783943662308,PECAPJ49,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,4.857483428286672,Other
ACH-000734,-0.9620606201187423,JHH5,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,4.663913842115978,Other
ACH-000730,-1.0263128988589745,SKMEL5,Melanoma,Skin,Melanoma,4.605257262939004,Other
ACH-000727,-1.5518814386658335,NCIH2066,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,,Other
ACH-000725,-0.8141333446456341,HCC202,Breast Ductal Carcinoma In Situ,Breast,Breast Ductal Carcinoma In Situ,5.263410058756341,Other
ACH-000722,-0.8289648416958992,SNUC1,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,5.422569410860832,Other
ACH-000755,-1.049812551109386,HCC2218,Breast Ductal Carcinoma In Situ,Breast,Breast Ductal Carcinoma In Situ,3.3798981635246923,Other
ACH-000719,-0.8431978891594831,RMGI,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,4.886062338345599,Other
ACH-000718,-0.7423009376943077,NCIH2291,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.235727059838059,Other
ACH-000717,-0.8226273544578951,COLO680N,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,4.832890014164741,Other
ACH-000713,-1.1390968535196622,CAOV3,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.072534599722955,Other
ACH-000710,-0.7927000208873155,NCIH854,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,5.681168120416691,Other
ACH-000709,-1.0968389889685375,KMRC2,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,3.1651079851445365,Other
ACH-000706,-1.008074518226611,EKVX,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,4.657640005207824,Other
ACH-000704,-0.9023143051795708,OAW42,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,4.343407822297814,Other
ACH-000701,-1.068511663072915,RMUGS,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.434628227636725,Other
ACH-000700,-0.7247760209575806,NCIH2882,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,4.403949364232865,Other
ACH-000699,-1.0119635610299293,HCC1395,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.011227255423254,Other
ACH-000698,-0.8915758000061301,DMS53,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,5.622930350920177,Other
ACH-000697,-1.3251979967381207,A3KAW,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,5.152183419055046,Other
ACH-000696,-0.9214108102589426,OVCAR8,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.0798047546352585,Other
ACH-000694,-1.1379797356462622,TE9,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,5.118941072723508,Other
ACH-000778,-1.0412528716952718,HSC3,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,4.793375711264754,Other
ACH-000819,-0.7184719357911517,LN18,Diffuse Glioma,CNS/Brain,Diffuse Glioma,6.014132086503214,Other
ACH-000812,-0.8905627756891632,COLO783,Melanoma,Skin,Melanoma,5.253611151947168,Other
ACH-000811,-1.034244144440638,SKOV3,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.276496665640356,Other
ACH-000805,-0.905212232078034,COLO679,Melanoma,Skin,Melanoma,5.466300829179342,Other
ACH-000794,-0.9157833941656273,BICR22,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,3.893362210763872,Other
ACH-000793,-0.7362637181619589,KATOIII,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.076388068512841,Other
ACH-000792,-0.6452058390326393,BFTC909,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,6.727920454563199,Other
ACH-000790,-1.1141828161128364,SHP77,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,5.725195817226664,Other
ACH-000788,-0.8972450351309382,A2058,Melanoma,Skin,Melanoma,5.3957483281790335,Other
ACH-000787,-1.0490322932648277,LXF289,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.636334602442182,Other
ACH-000785,-1.065801831303961,NCIH2126,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,4.895787316463311,Other
ACH-000784,-0.9304712128716957,KYSE70,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,4.480265122054463,Other
ACH-000782,-1.1201318598746672,SEM,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,5.643856189774724,Other
ACH-000781,-0.767627242428543,NCIH2023,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.123086750981061,Other
ACH-000780,-0.9344557317930984,NCIH1105,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,5.983677694698067,Other
ACH-000693,-1.1127383304650358,KYSE180,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,4.522934560943456,Other
ACH-000777,-0.8316977771119678,KYSE30,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,4.393690764187454,Other
ACH-000775,-1.320350157767903,NCIH727,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,4.720278465233327,Other
ACH-000774,-0.6560997785965548,RERFLCAD2,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.018367115543116,Other
ACH-000771,-0.6230198889324359,BICR56,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,3.997292407636508,Other
ACH-000769,-0.9133477960300582,LK2,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,4.754887502163468,Other
ACH-000768,-0.8204142571272767,MDAMB231,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.474111513942408,Other
ACH-000767,-0.8314426505085849,NCIH526,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,5.786857696017215,Other
ACH-000766,-0.8249018037121862,NCIH1648,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.85598969730848,Other
ACH-000765,-0.9486092851330675,WM983B,Melanoma,Skin,Melanoma,5.510012465448515,Other
ACH-000763,-0.9732526267131599,MM1S,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,5.361768359419154,Other
ACH-000762,-0.9652248785010132,YD38,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.541638734436141,Other
ACH-000760,-1.3507749034250445,LNZ308,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.639810977716776,Other
ACH-000759,-1.0254043394565482,MDAMB175VII,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,4.28318097894557,Other
ACH-000757,-0.8033780422611135,A427,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.596935142387232,Other
ACH-000595,-0.9978044920874091,LN229,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.404630684217612,Other
ACH-000627,-0.9192593392128848,LCLC103H,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.169925001442312,Other
ACH-000625,-0.7509828032973216,HEP3B217,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,6.337532706342482,Other
ACH-000624,-0.9058675851487491,HCC1806,Breast Ductal Carcinoma In Situ,Breast,Breast Ductal Carcinoma In Situ,4.467279480459983,Other
ACH-000621,-0.6926416017433188,MDAMB157,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.18308946064076,Other
ACH-000620,-0.6296576233768463,JHH1,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,5.783194703376154,Other
ACH-000617,-0.9303226860089533,OVCAR4,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,4.199279721336625,Other
ACH-000614,-0.5286687593022866,RVH421,Melanoma,Skin,Melanoma,4.953730849811491,Other
ACH-000609,-0.6379370407315367,SF126,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.4495613746132365,Other
ACH-000608,-0.8393433883144384,COV644,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,4.514753498439753,Other
ACH-000606,-1.0910458768726246,PECAPJ34CLONEC12,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,4.661635602335959,Other
ACH-000605,-1.272208279204245,TE6,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,4.507794640198696,Other
ACH-000601,-0.8064055204251186,MIAPACA2,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,5.176322772640463,Other
ACH-000600,-0.9165524890862489,SLR26,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,4.294988267691446,Other
ACH-000597,-1.1458472323296593,TTC709,Rhabdoid Cancer,Soft Tissue,Rhabdoid Cancer,4.828834649468056,Other
ACH-000596,-0.9704876209882065,LCLC97TM1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,4.692092375427572,Other
ACH-000629,-0.9311306445608482,IOMMLEE,Meningothelial Tumor,CNS/Brain,Meningothelial Tumor,4.55028504908841,Other
ACH-000591,-0.7848851458692175,LN235,Diffuse Glioma,CNS/Brain,Diffuse Glioma,4.975446765640962,Other
ACH-000589,-0.9714412656329618,NCIH1437,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,4.844988156682612,Other
ACH-000587,-0.8827969018635318,NCIH1975,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,4.789207575347344,Other
ACH-000586,-1.204804777994688,NCIH1876,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,6.068240861312821,Other
ACH-000585,-1.1698440173918785,EPLC272H,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,4.598722499676621,Other
ACH-000582,-0.8979372586285453,COLO741,Melanoma,Skin,Melanoma,4.9354597478052895,Other
ACH-000580,-1.1260386626968664,C32,Melanoma,Skin,Melanoma,4.913128767819739,Other
ACH-000579,-0.7854351907800714,UACC257,Melanoma,Skin,Melanoma,5.403608583543695,Other
ACH-000575,-0.8867687812051877,HCC364,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.457791260256042,Other
ACH-000573,-0.9954375932730887,MDAMB436,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,4.90544717873885,Other
ACH-000572,-0.9658094416255645,G361,Melanoma,Skin,Melanoma,5.087462841250339,Other
ACH-000571,-0.9297130329685336,T98G,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.173127433480656,Other
ACH-000570,-1.0988436716551273,YKG1,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.522306892871389,Other
ACH-000568,-1.017805184944137,UACC812,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,4.307428525192248,Other
ACH-000662,-0.950744349717991,CORL23,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,4.861459166361513,Other
ACH-000690,-1.117034378744991,HCC2814,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.097610796626422,Other
ACH-000688,-0.7343197683567704,OV7,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.349789870241872,Other
ACH-000685,-1.0924609346506515,L33,Adenosquamous Carcinoma of the Pancreas,Pancreas,Adenosquamous Carcinoma of the Pancreas,4.739308070860385,Other
ACH-000684,-0.9835626677368601,KMRC1,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,3.8063240573900288,Other
ACH-000681,-0.9380533383456627,A549,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,4.298658315564516,Other
ACH-000678,-1.006513518162808,MKN7,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.17672169288105,Other
ACH-000677,-0.9397410508268106,SW1573,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,4.534808661231747,Other
ACH-000676,-1.0046089197381118,LN464,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.76155123244448,Other
ACH-000673,-0.9337587985706284,LN443,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.9740703670240265,Other
ACH-000672,-1.1210072727124127,IALM,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,4.534186139090097,Other
ACH-000668,-0.9840535077753472,HCC70,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.679480099505446,Other
ACH-000667,-1.0186476333168217,HCC44,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.04745114041639,Other
ACH-000666,-0.8632917667833762,NCIH1355,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.6604951318885135,Other
ACH-000665,-0.7835410794875891,SKMES1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.561937059622433,Other
ACH-000663,-0.7493177798863194,OVTOKO,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,3.925049964727359,Other
ACH-000823,-0.9633761287311446,KYSE140,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,4.74416109557041,Other
ACH-000661,-0.8464746555035091,WM1799,Melanoma,Skin,Melanoma,4.9886846867721655,Other
ACH-000658,-0.9852413942049393,KMS18,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,,Other
ACH-000653,-0.8257865092389185,JJN3,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,5.550900664647523,Other
ACH-000651,-1.3029800908760092,SW620,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,5.208283138412519,Other
ACH-000649,-1.065069022718029,786O,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,5.032541697270039,Other
ACH-000647,-0.5867277267222454,TE1,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,5.40735275114004,Other
ACH-000644,-1.0048312423614152,COLO829,Melanoma,Skin,Melanoma,5.052676724303575,Other
ACH-000639,-0.997260487573559,NCIH211,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,6.233619676759702,Other
ACH-000638,-1.14669666205394,NCIH441,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.098453246309274,Other
ACH-000637,-0.8210217981088295,KYSE520,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,4.911212201558612,Other
ACH-000634,-0.9048850543798653,LN340,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.314333993919012,Other
ACH-000633,-1.0979293756244703,FU97,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,4.862947248020921,Other
ACH-000632,-0.9133918321436248,HS944T,Melanoma,Skin,Melanoma,5.200849574637213,Other
ACH-000630,-0.8470701813186445,YD8,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,4.889960199658641,Other
ACH-000070,-0.927663002289139,697,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,4.982765462583646,Other
ACH-000114,-0.8269973053641922,SU8686,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,5.152183419055046,Other
ACH-000113,-0.9232423802445225,OCIAML2,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,3.854993016757,Other
ACH-000111,-0.9470569073112345,HCC1187,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.726831217032493,Other
ACH-000110,-1.2191374818867764,NCCSTCK140,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,4.785550551739256,Other
ACH-000109,-1.0212774650997192,NCIH3255,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.052676724303575,Other
ACH-000103,-1.081991073556018,CAOV4,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.33699741660501,Other
ACH-000100,-1.1901108898131634,RH41,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma,6.192983169973992,Other
ACH-000097,-0.9609326964295468,ZR751,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,4.152994605492435,Other
ACH-000096,-0.7715875152708456,G401,Rhabdoid Cancer,Kidney,Rhabdoid Cancer,5.39780296186249,Other
ACH-000095,-0.7201291129024909,D341Med,Embryonal Tumor,CNS/Brain,Embryonal Tumor,4.291308859828971,Other
ACH-000094,-0.7668077931997728,HPAFII,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,4.707635219545296,Other
ACH-000092,-1.0016266766954673,NCIH2452,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,5.447909748742077,Other
ACH-000090,-0.6639029789264982,PC3,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma,5.895060212689388,Other
ACH-000087,-0.6963606414316562,SKES1,Ewing Sarcoma,Bone,Ewing Sarcoma,5.982537314399271,Other
ACH-000075,-0.9370610526868643,U87MG,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.407692648665677,Other
ACH-000115,-1.132373654781169,VCAP,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma,5.063071449842679,Other
ACH-000067,-0.7946266214530582,HS683,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.499845887083206,Other
ACH-001239,-1.353966250852069,WM2664,Melanoma,Skin,Melanoma,4.354028938054387,Other
ACH-000957,-0.5215916799586171,LS180,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,5.295723024539968,Other
ACH-000956,-0.8806121392178019,22RV1,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma,5.068240861312821,Other
ACH-000954,-0.8981504054182141,HEC1A,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,5.217618485351048,Other
ACH-000953,-1.0140714619771312,SUPT1,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,5.943218087426284,Other
ACH-000952,-1.2306399609328307,MDAPCA2B,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma,4.95093492831454,Other
ACH-000950,-1.022516691219235,LOVO,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,4.835924074254375,Other
ACH-000948,-0.6980210368335571,2313287,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,4.868884273028773,Other
ACH-000945,-1.1528560839031592,NCIH650,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,4.765004246250036,Other
ACH-000943,-0.8637263744727484,RKO,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,4.708739041359579,Other
ACH-000938,-1.1661062137431202,NALM6,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,5.518220380599588,Other
ACH-000936,-1.0319570811637955,EFO27,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,4.531069492725954,Other
ACH-000934,-0.9189495796891882,MDAMB361,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.284292026394312,Other
ACH-000001,-0.7750632335144925,NIHOVCAR3,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.976134472831654,Other
ACH-001190,-1.15981816026989,SKMEL2,Melanoma,Skin,Melanoma,5.510012465448515,Other
ACH-001170,-1.156781270418791,PETA,Merkel Cell Carcinoma,Skin,Merkel Cell Carcinoma,,Other
ACH-001129,-0.8843962946997388,MONOMAC1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,5.049630767724601,Other
ACH-001123,-1.5449833340734758,MKL2,Merkel Cell Carcinoma,Skin,Merkel Cell Carcinoma,,Other
ACH-001122,-1.2779756385926118,MKL1,Merkel Cell Carcinoma,Skin,Merkel Cell Carcinoma,,Other
ACH-001113,-1.0533319206124565,LC1SQSF,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,4.762348815644129,Other
ACH-001099,-1.0534468618367323,KD,Rhabdoid Cancer,Soft Tissue,Rhabdoid Cancer,5.175524601089875,Other
ACH-001096,-1.1280584125087836,JR,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma,4.642701571833233,Other
ACH-001088,-0.8976332101138736,HLC1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,,Other
ACH-001087,-0.7396900853069799,HK2,Non-Cancerous,Kidney,Non-Cancerous,,Other
ACH-000132,-0.7425567138338317,JHOS2,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,4.2024177215751815,Other
ACH-000958,-1.0745056326503162,SW48,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,5.03738222200308,Other
ACH-000046,-0.8552380070352426,ACHN,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,4.9941271140031285,Other
ACH-000065,-0.9140127992831006,OCIAML5,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,5.505890929729957,Other
ACH-001050,-1.0237673074767892,CW9019,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma,4.661065479806948,Other
ACH-000930,-1.303509937390652,HCC1569,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,4.317593504623472,Other
ACH-001656,-0.9200954089321415,SKNO1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,5.593353770980297,Other
ACH-000152,-1.2450373885964066,M059K,Diffuse Glioma,CNS/Brain,Diffuse Glioma,4.71918344048179,Other
ACH-000148,-0.7809459630235225,HS578T,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.311067102255596,Other
ACH-000147,-0.8527100083128841,T47D,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.04788732939655,Other
ACH-000146,-0.9476281059068766,THP1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,5.4015622072560685,Other
ACH-000143,-1.0688641006576411,HCC2429,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,4.563768278452033,Other
ACH-000139,-0.8391245294698294,PANC0327,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,4.408032466130653,Other
ACH-000138,-1.1057053289440337,CFPAC1,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,5.159467729266766,Other
ACH-001196,-1.1994295789031513,SMSCTR,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma,4.635173946674924,Other
ACH-000128,-0.6972513375859877,LN319,Diffuse Glioma,CNS/Brain,Diffuse Glioma,6.252286970999786,Other
ACH-000127,-1.029958144582803,SLR20,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,4.466627120041501,Other
