gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
SLC48A1	99.0862	0.0022	0.1678	0.9771	0.9895
SLC4A11	207.8893	-0.0611	0.1515	0.4994	0.7071
SLC4A1AP	858.3429	0.0817	0.1042	0.345	0.5759
SLC4A2	4763.4388	-0.2034	0.0632	6e-04	0.0063
SLC4A3	146.0825	0.069	0.1648	0.4024	0.63
SLC4A4	49.7598	0.0307	0.1791	0.6283	NA
SLC4A5	46.6369	0.0328	0.1811	0.5857	NA
SLC4A7	771.9855	0.6876	0.1856	0	0
SLC4A8	47.9203	-0.0168	0.1829	0.7628	NA
SLC4A9	0.2075	0.0021	0.2013	0.7978	NA
SLC50A1	637.7578	-0.1426	0.1151	0.1165	0.2976
SLC52A2	1890.1014	-0.0853	0.08	0.238	0.4664
SLC52A3	3.9985	0.032	0.2081	0.082	NA
SLC5A10	2.3073	0.0073	0.1983	0.6169	NA
SLC5A11	1.6574	-0.002	0.1981	0.886	NA
SLC5A3	737.7171	0.4369	0.1435	0	2e-04
SLC5A4	0.6288	0.0015	0.2008	0.8656	NA
SLC5A5	0.2076	0.0021	0.2013	0.7977	NA
SLC5A6	988.057	0.0322	0.0995	0.7023	0.8426
SLC6A1	0.3152	-0.0029	0.2014	0.7235	NA
SLC6A11	0.28	0.0024	0.2013	0.7634	NA
SLC6A12	2.7941	0.0059	0.1965	0.7536	NA
SLC6A13	0.1635	0.0016	0.2012	0.8417	NA
SLC6A14	4.9086	0.0144	0.1962	0.5145	NA
SLC6A16	1.6217	-0.0011	0.1981	0.939	NA
SLC6A20	4.1515	0.0215	0.1976	0.3271	NA
SLC6A3	0.4211	-1e-04	0.2011	0.9858	NA
SLC6A4	1.201	-9e-04	0.1992	0.9391	NA
SLC6A6	2901.538	0.1671	0.0779	0.0181	0.0816
SLC6A7	0.6412	-0.0049	0.2019	0.5552	NA
SLC6A8	139.7313	0.0481	0.1618	0.5684	0.757
SLC6A9	467.6383	-0.0032	0.1261	0.9729	0.9875
SLC7A1	7483.149	0.1063	0.0661	0.0852	0.2414
SLC7A11	3427.3563	0.1453	0.1614	0.0988	0.2664
