cell_line_display_name,gene_exp_cat,Cell Line Name,OTS964_0.004572 uM,OTS964_0.01372 uM,OTS964_0.04115 uM,OTS964_0.1235 uM,OTS964_0.3704 uM,OTS964_1.111 uM,OTS964_10.0 uM,OTS964_3.333 uM
NCIH747,High Expression,NCIH747,-0.315139026,0.232803197,0.46473442,-0.218266275,-3.243495772,-3.408890194,-3.191056744,-3.605390008
NCIH2126,High Expression,NCIH2126,0.047847269,-0.325797424,-0.309043787,-1.424480726,-2.862802024,-3.639681208,-3.993018852,-4.203860341
RD,High Expression,RD,0.075780762,-0.315822631,-0.376970027,-2.640346052,-3.489059456,-3.426473903,-3.464239554,-3.573474234
SW1116,Medium Expression,SW1116,0.02105503,0.06611728,-0.422004152,0.497177478,-1.780282474,-3.232294281,-3.623830331,-2.364862567
JM1,High Expression,JM1,0.487065095,0.360585584,-0.658731207,-1.979322336,-1.889019968,-2.883588862,-2.750893948,-2.278266313
LS180,High Expression,LS180,0.505602903,0.369724231,0.006971656,-1.967875486,-3.158619132,-3.684520719,-4.824813831,-4.466654017
CCFSTTG1,High Expression,CCFSTTG1,0.472607177,-0.165826905,0.071768677,-2.000921294,-2.701467137,-3.543635582,-2.988922112,-3.275020593
HCC1428,High Expression,HCC1428,-0.178087623,0.215338726,-0.366529737,-0.223159047,-2.799984544,-3.265170464,-4.477711993,-3.956007031
NCIH1944,Medium Expression,NCIH1944,-0.136958689,0.24686885,-0.811356307,-4.310539696,-3.903714002,-3.735563354,-4.274901385,-3.902065329
MG63,Medium Expression,MG63,-0.253712992,-0.210602783,0.197068624,0.369959618,-2.610509304,-2.441302184,-2.322376369,-2.503368914
SW756,High Expression,SW756,-0.145494971,0.027963787,-0.362374381,-2.434656058,-3.036925219,-3.089185829,-3.265344131,-3.55308995
A2058,High Expression,A2058,0.019380972,0.220886118,0.233108237,-1.63331895,-3.329270186,-4.027318365,-3.790375887,-3.065201234
TOV21G,Medium Expression,TOV21G,-0.034601838,0.223492241,-0.425825032,-3.756551103,-4.312690978,-4.16975895,-4.196865526,-4.08031465
TOV112D,High Expression,TOV112D,-0.290503644,-0.395583312,-0.955168231,-4.990856075,-3.866735062,-3.829896411,-4.036299201,-4.487066815
MIAPACA2,High Expression,MIAPACA2,0.007363406,-0.083198913,-0.523679186,-3.71437772,-3.425247344,-3.773511423,-4.398048095,-3.73822241
G292CLONEA141B1,High Expression,G292CLONEA141B1,0.026637016,-0.723437628,-0.320559504,-2.214663365,-2.831680337,-2.905470366,-3.262148588,-2.885917168
G361,Medium Expression,G361,-0.708021941,-0.380081941,0.110135232,-0.66821745,-3.600510426,-4.108154814,-4.201197525,-4.343130565
PC3,High Expression,PC3,0.239528438,0.13613394,-0.069181926,-0.770050159,-2.011984221,-3.128275692,-2.687400611,-2.953054901
G402,High Expression,G402,0.281992914,-0.108393557,-0.277836296,-2.616652835,-3.624558559,-3.620857341,-3.935030408,-3.748082513
G401,High Expression,G401,-0.423217884,-0.25253469,-0.407409968,-3.859074969,-3.452641526,-4.074704112,-3.787230964,-3.708256545
PANC1,High Expression,PANC1,0.028389615,-0.531956331,-0.613463505,-0.51327839,-3.306525138,-3.106064844,-3.332066769,-4.348400492
HT1376,High Expression,HT1376,0.037217875,0.181160571,-0.287021871,-2.782770616,-3.321860265,-3.803356907,-3.295657948,-4.277269549
HT1197,High Expression,HT1197,-0.339616702,-0.220746705,-0.730070751,-0.453119432,-2.642287286,-3.55228918,-3.343629153,-3.379353025
ZR751,Medium Expression,ZR751,-0.070301305,-0.200780707,-0.097296523,-1.012392252,-3.525580995,-4.020037927,-4.506856826,-3.848386252
HOS,High Expression,HOS,-0.270622362,-0.108720133,0.10289228,-3.46770567,-3.395456758,-3.477852386,-3.621000087,-3.792523246
CASKI,Medium Expression,CASKI,0.14246986,-0.329070985,-0.602920463,-1.236527265,-3.298245012,-4.068313699,-4.330610749,-5.022471626
MOLT3,High Expression,MOLT3,-0.182778279,-0.150174415,-0.094724596,-2.656623825,-3.832250768,-4.429934901,-4.169666868,-3.914252811
C32,Medium Expression,C32,-0.227663183,-0.271107851,-0.656727354,-3.145886183,-4.378015638,-3.834726653,-4.273048954,-4.954114721
U937,High Expression,U937,-0.194558265,-0.614312491,0.36060793,-2.939597701,-2.756151414,-3.853258454,-4.480390071,-3.600423727
C4I,High Expression,C4I,0.208052748,0.083160152,0.042433092,-3.17062277,-3.402259432,-3.973332837,-4.310297871,-3.967474705
A673,High Expression,A673,-0.309589779,-0.017624159,-0.365890662,-3.450367283,-3.028460318,-3.947809064,-3.891055355,-3.512180558
ACHN,Medium Expression,ACHN,0.264984623,-0.016780063,0.027798832,-1.666596984,-3.493678211,-3.956765018,-4.412630276,-3.964361249
A375,High Expression,A375,-0.105286173,0.024265817,-0.058768457,-1.399588477,-3.131063698,-3.952098451,-2.995828882,-3.581890941
A172,Low Expression,A172,0.146010246,-0.536518048,-0.252089737,-3.797449741,-4.751893441,-3.665947773,-3.4835694,-3.447561719
SCC25,Low Expression,SCC25,0.026901272,0.179367801,-1.098065032,-3.089190541,-4.459127248,-3.041910086,-4.687593759,-4.572294143
SCC9,High Expression,SCC9,-0.194357226,0.048169168,-0.257721148,-2.092825345,-4.313585732,-4.656727631,-3.925865529,-3.887877876
MC116,High Expression,MC116,-0.657813475,0.023878872,0.695921575,-1.743433743,-2.286363969,-3.392458956,-1.937112851,-2.470595882
RL952,High Expression,RL952,0.043332359,-0.553893162,-1.048229482,-4.838137337,-3.631856674,-4.270498231,-3.505748511,-4.10608102
ASPC1,High Expression,ASPC1,0.143935491,0.165353815,-0.74527321,-1.699156877,-3.350974002,-3.836081067,-4.412196032,-3.444540549
BXPC3,Medium Expression,BXPC3,-0.314412637,-0.67884407,-0.39756164,-2.849287329,-3.217740433,-2.101560061,-3.133071214,-3.74449565
T98G,High Expression,T98G,-0.000411359,0.292148594,-0.086611975,-1.873133995,-3.434044197,-3.721015515,-4.107683453,-3.667333444
AGS,High Expression,AGS,0.125704301,0.022326346,-0.439766183,-1.579926352,-4.639547222,-4.061821149,-4.112398779,-2.784652254
LNCAPCLONEFGC,High Expression,LNCAPCLONEFGC,-0.128776868,0.437033546,-0.263773948,-4.264815007,-3.356625455,-4.023531805,-3.899376162,-3.437838751
TT,Medium Expression,TT,0.217621542,-0.144997951,-0.225428695,-5.647132275,-3.573475659,-4.475047768,-4.729248344,-4.413096841
TT,Medium Expression,TT,-0.343173156,0.241955827,-0.247711797,-1.987202301,-1.263815628,-1.231950772,-1.685861869,-1.214909576
NCIH292,Low Expression,NCIH292,-0.008062865,-0.561489251,0.072403725,-2.90630044,-3.371152493,-3.836404165,-4.020722774,-3.893279582
CFPAC1,High Expression,CFPAC1,-0.181561374,-0.005841237,0.264571753,-2.154555095,-3.152031117,-3.762576754,-3.428340325,-2.949456148
SUPB15,High Expression,SUPB15,0.164168678,0.134771192,0.111760718,-1.518361269,-2.8617914,-3.013613594,-2.900035698,-2.962634215
786O,Medium Expression,786O,0.225988546,0.008413373,-0.483001502,-0.99038302,-2.795603265,-3.275096823,-3.796203538,-3.471385514
769P,Low Expression,769P,-0.25551724,-0.1172745,-0.356724384,-2.455234289,-3.403769121,-3.777001049,-4.488226649,-3.569212374
COLO800,High Expression,COLO800,0.030614321,0.175062824,0.056604228,-1.351183699,-3.687742835,-4.229452518,-4.226813836,-3.702612625
MESSA,Medium Expression,MESSA,0.10726075,-0.547290182,0.077997213,-2.914108132,-3.735158649,-3.80042875,-3.402765596,-4.743695686
ES2,Low Expression,ES2,0.036054539,-0.120614904,-0.248758791,-3.574802422,-2.545968284,-3.397867456,-2.869523231,-3.061678257
HPAFII,Medium Expression,HPAFII,0.035013012,-0.198596264,0.037597104,-1.819689101,-4.370240883,-4.605289376,-4.327570197,-4.0267397
TF1,High Expression,TF1,-0.249664869,-0.159212656,-0.255806134,-1.235007165,-3.3684437,-4.527743169,-4.329128415,-4.1729524
DBTRG05MG,Medium Expression,DBTRG05MG,0.321645267,0.194098629,0.153802783,-1.516701963,-3.308729935,-3.431986538,-4.196397187,-3.654341738
PFSK1,High Expression,PFSK1,0.07424318,-0.185732296,-1.023125236,-3.40330222,-2.095370582,-2.689001553,-2.811472653,-2.655532849
DMS53,High Expression,DMS53,0.04444984,-0.095245357,-0.085201059,-0.500170076,-3.179996977,-4.098417198,-4.467566293,-3.449140888
MSTO211H,High Expression,MSTO211H,0.030730781,-0.221511173,-0.264333635,-3.910823285,-4.191844918,-3.739362935,-4.511949781,-4.34707558
CAL27,Medium Expression,CAL27,0.183993764,-0.133609817,-0.278520968,-2.14531661,-3.166104709,-4.152301364,-4.146029511,-4.286925203
SJSA1,High Expression,SJSA1,-0.137716664,-0.043034516,-0.075207737,-1.49555989,-4.007495698,-3.93679207,-4.234967339,-3.947390415
HH,High Expression,HH,0.084783243,0.044711565,-0.607787159,-2.708043405,-3.549417564,-4.510681325,-3.679943375,-5.071499746
HPAC,High Expression,HPAC,-0.57813759,-0.841089179,-0.373149226,-0.633435925,-3.456827832,-5.177049899,-4.072963231,-3.525287104
LS513,High Expression,LS513,-0.881120405,0.29145865,-0.981618414,-1.37228621,-2.983872878,-3.060965932,-3.353720809,-4.255826714
SKNAS,High Expression,SKNAS,0.009514868,-0.072832992,-0.497164134,-1.557777309,-3.328487748,-3.227487383,-2.783721711,-3.670784538
VAESBJ,High Expression,VAESBJ,0.00473578,-0.057827556,-0.081917313,-0.735512745,-3.509843092,-3.144323357,-3.666791993,-3.908316306
SKNDZ,High Expression,SKNDZ,-0.219593,0.037073949,-0.444585552,-3.737080826,-3.118430242,-3.93909821,-3.273767989,-4.141677213
LS1034,Medium Expression,LS1034,0.157066127,-0.451431055,0.113843046,-1.505041127,-2.205384514,-2.874173784,-2.743093681,-4.047639989
LS411N,Medium Expression,LS411N,-0.143233709,-0.120948673,-0.58807921,-2.846925553,-2.489738134,-2.755628307,-3.162803226,-3.274791195
SW780,High Expression,SW780,0.158823687,-0.283375233,0.254462013,-1.180555072,-3.280472337,-3.541962198,-3.09312041,-3.974651056
SW1573,Medium Expression,SW1573,0.022967427,-0.643223491,-0.319988003,-3.797971489,-3.806174549,-2.936125184,-3.392219704,-3.857476859
SW1990,Medium Expression,SW1990,0.207966114,0.242523619,-0.158664858,-2.161627398,-4.130359614,-4.234624556,-4.301246668,-4.077340534
SW156,Medium Expression,SW156,0.556222471,-0.790663254,0.114655273,-0.464158037,-2.498487019,-2.380920445,-2.456078719,-2.863370481
SW1271,High Expression,SW1271,-0.073195837,0.113112454,-0.489404855,-2.8829544,-3.25645566,-3.201203973,-2.618873467,-2.516094858
SHP77,High Expression,SHP77,0.564605621,-0.805125563,-0.721108128,-1.575322987,-3.279731065,-3.860807793,-3.996414166,-4.382242929
SNU398,High Expression,SNU398,0.058754535,-0.534190818,-1.263796021,-4.136723505,-3.814744911,-4.981172603,-4.565452053,-4.966850564
SNU449,High Expression,SNU449,0.043071733,-0.160840087,0.003659509,-0.866444544,-3.359675919,-3.510201612,-3.577366795,-3.199493637
SNU182,Medium Expression,SNU182,0.018570015,-0.070710153,-0.05680375,-0.305558857,-1.980521195,-2.40437738,-3.949424335,-2.756752516
SNU423,High Expression,SNU423,-0.122179323,0.015609052,0.07345855,-2.462260508,-3.689265945,-3.967798499,-4.257278645,-3.601114344
HT,High Expression,HT,0.424872301,-0.563169943,-0.095532048,-1.026835464,-3.869536639,-4.94863555,-3.940531692,-4.226959738
RL,High Expression,RL,0.303187748,-1.04448711,-0.499121632,-0.341042187,-2.99774188,-3.505811369,-3.431015227,-4.223658046
SKNBE2,Medium Expression,SKNBE2,-0.391168542,-0.069429231,-0.41288154,-2.858760585,-3.794432376,-4.606361873,-4.121986985,-4.183208084
HCC38,Medium Expression,HCC38,-0.721011488,0.009685698,0.159711887,-0.664733994,-3.198873947,-3.497910533,-3.423709871,-3.47535364
HCC1143,High Expression,HCC1143,-0.230289187,0.01257057,0.238943121,-1.071668425,-3.829961897,-3.045071046,-3.670574043,-3.040050908
HCC1395,High Expression,HCC1395,-0.466465973,-0.079201765,-0.525519218,-2.757122066,-3.481245438,-3.032598952,-2.647895704,-2.970470841
HCC1419,Medium Expression,HCC1419,-0.369205308,-0.048274875,-0.138569202,-1.976855399,-2.101289709,-3.484591443,-3.6084796,-3.669871328
HCC1806,Medium Expression,HCC1806,-0.04948603,-0.181957151,-0.372070366,-3.559249899,-3.660256558,-3.872658669,-3.620146792,-3.760411483
HCC1937,Low Expression,HCC1937,0.151841578,-0.031007596,-0.094621689,-3.168535086,-3.424207296,-3.600312074,-3.664801148,-4.225056911
HCC1954,Medium Expression,HCC1954,-0.236723354,0.179097576,-1.077518068,-5.711207193,-3.894750025,-4.096437154,-4.388816355,-4.047313761
M059K,Medium Expression,M059K,0.125521063,0.43261388,-0.640486806,-2.703082889,-3.109941923,-3.720846826,-3.599198409,-3.628053967
22RV1,Medium Expression,22RV1,0.003834746,-0.175474431,-0.192029537,-1.991853352,-3.077564362,-3.920074771,-3.152860467,-2.966844633
PANC1005,Medium Expression,PANC1005,-0.21203322,-0.096508513,0.526148228,-2.335899808,-2.731424708,-3.430548581,-2.73678906,-2.406101075
PANC0327,Low Expression,PANC0327,-0.149495396,-0.068923011,0.01144917,-3.862990391,-3.409217085,-3.172115417,-2.519571206,-2.972386679
PANC0813,High Expression,PANC0813,-0.005798463,-0.53152736,0.58539334,-2.48522202,-4.059737451,-3.962835614,-3.970932559,-3.648711371
PANC0203,High Expression,PANC0203,0.016483357,-0.070522695,0.168094927,-1.171245051,-4.138095337,-4.094354234,-4.365760116,-5.012768324
PANC0403,Medium Expression,PANC0403,0.142583066,0.009071654,-0.06984255,-1.975988239,-3.056193512,-3.209710299,-2.739268116,-3.410891123
PANC0504,Medium Expression,PANC0504,0.706185332,-0.183026323,0.283933104,-2.701454624,-2.378849521,-2.846994417,-2.228225121,-1.669457874
RKO,High Expression,RKO,-0.079866487,-0.178060904,-0.191960614,-1.811734107,-3.422762785,-3.931328632,-3.44018902,-4.430299982
LN18,High Expression,LN18,-0.101838705,0.060607246,0.249149439,-2.86363176,-3.611357372,-3.982222382,-4.187933419,-3.625335591
LN229,High Expression,LN229,-0.173575681,-0.095070732,0.119228891,-1.10198839,-2.997233793,-3.488278072,-4.331064174,-5.267361047
HCC827,Medium Expression,HCC827,-0.167907226,-0.113893967,0.224460625,-2.054605326,-4.012189494,-4.355217604,-5.058090249,-4.388561934
HCC4006,High Expression,HCC4006,0.227754825,0.027491253,-0.054708513,-1.450478613,-3.899930289,-3.805442329,-4.914441416,-3.953891633
SUDHL4,Low Expression,SUDHL4,-0.559129325,-0.087406005,-0.210487901,-0.574687692,-2.938017718,-3.526514226,-3.207984803,-2.54463255
93T449,High Expression,93T449,-0.450578653,-0.060624644,-0.457230816,-1.627739306,-3.992956709,-4.067553516,-4.100211398,-4.307673508
NCIH23,High Expression,NCIH23,0.093031807,-0.189760478,-0.089543853,-3.219056741,-3.589092256,-4.274828179,-4.361921076,-4.718574395
NCIH1299,High Expression,NCIH1299,-0.027250649,-0.152184238,0.065843751,-2.574521424,-3.254957104,-3.664208354,-3.459509244,-3.596298988
NCIH358,High Expression,NCIH358,0.247411986,0.0587383,0.345414194,-0.555455881,-3.482219618,-2.975754234,-2.532504687,-4.056208694
NCIH522,High Expression,NCIH522,0.404986169,0.346903993,0.283089231,-2.025234383,-4.202022642,-3.830484656,-4.464538119,-4.123101426
NCIH727,Low Expression,NCIH727,0.011967066,0.390416781,0.322392927,-2.245515668,-2.930832982,-3.23600535,-2.406547631,-3.678075567
NCIH28,Low Expression,NCIH28,-0.035704717,0.029035855,-0.462186413,-3.513473361,-3.384343063,-3.758777352,-4.241643106,-4.042832863
NCIN87,Medium Expression,NCIN87,0.457371912,-0.304918418,-0.746979712,-0.693872194,-3.472651874,-3.554921977,-3.570879501,-3.488252356
NCIH196,High Expression,NCIH196,0.089632593,-0.235940199,-0.297970702,-2.201646482,-2.458009678,-3.428645919,-3.49783446,-3.688485846
NCIH226,High Expression,NCIH226,0.157391133,-0.204339777,-0.456840122,-2.128004973,-4.142817046,-3.442506521,-3.85546845,-3.535214322
NCIH524,High Expression,NCIH524,-0.118399413,0.04433523,-0.623210378,-0.968545236,-2.400431241,-3.41154276,-3.088144199,-3.309042867
NCIH647,Medium Expression,NCIH647,-0.148340432,-0.125785028,-0.407940397,-3.698126784,-4.08274004,-4.516866484,-4.778921498,-4.356695982
NCIH650,Medium Expression,NCIH650,0.267233617,0.169667851,-0.381608229,-4.524931046,-3.239417715,-4.139168261,-4.387612149,-4.220919569
NCIH838,Medium Expression,NCIH838,-0.045017141,-0.01428516,-0.085550812,-4.378850706,-3.184740258,-3.406262071,-3.141315464,-3.27991281
NCIH841,High Expression,NCIH841,0.371195113,-0.321002691,0.047679653,-3.157049158,-3.098417306,-3.318761023,-3.411893162,-4.614260612
NCIH1048,High Expression,NCIH1048,0.033627997,-0.319972155,-1.628216079,-3.758245072,-3.356615369,-3.982882592,-4.192242596,-3.403420037
NCIH1092,Medium Expression,NCIH1092,0.131203138,-0.200512126,-0.31076212,-3.350336707,-3.365040237,-3.703191846,-3.877951899,-3.488042588
NCIH1341,High Expression,NCIH1341,0.153302143,-0.540678703,-0.481728495,-3.474110823,-2.699681923,-4.640764062,-4.219661793,-4.866333229
NCIH1355,High Expression,NCIH1355,0.038009645,-0.362447098,-0.902020678,-2.336089438,-3.106662796,-4.299374118,-3.716444518,-3.717394659
NCIH1373,High Expression,NCIH1373,-0.461513404,-0.162417944,-0.159365762,-1.775416596,-4.781797097,-4.106326185,-4.927928758,-4.235209342
NCIH1435,High Expression,NCIH1435,0.060784607,0.509660261,0.639161194,-0.959956791,-3.381750392,-2.8846624,-2.642408194,-2.625464491
NCIH1437,Medium Expression,NCIH1437,-0.031826104,0.100859829,-0.036597457,-3.426482785,-2.435095247,-3.735236153,-3.631535963,-2.895576763
NCIH1563,Low Expression,NCIH1563,0.198909578,-0.188004818,-0.076015401,-2.583999015,-3.799532113,-3.79032797,-4.748448081,-2.876424172
NCIH1568,Medium Expression,NCIH1568,-0.07400712,0.105482493,-0.018661908,-3.753076907,-3.729043343,-4.053982871,-4.094620412,-4.106573104
NCIH1581,High Expression,NCIH1581,-0.179071944,0.093304215,-0.652792133,-2.285868521,-2.559520031,-3.198788632,-2.448144688,-2.994431787
NCIH1573,High Expression,NCIH1573,-0.197502007,0.110274587,-1.323528014,-3.056778359,-2.866051825,-3.748001779,-3.480562003,-3.411390255
NCIH1623,High Expression,NCIH1623,0.00405602,-0.436857234,-0.598470854,-2.790061054,-3.213957871,-3.212256362,-3.018022081,-3.392792301
NCIH1648,High Expression,NCIH1648,-0.055731805,0.215767533,-0.176272341,-1.749880506,-3.142806543,-4.165548524,-3.912834703,-3.443278336
NCIH1651,Medium Expression,NCIH1651,0.205219753,0.127637508,-0.024855081,-2.015581596,-2.79573622,-3.791309924,-4.395205237,-3.561820912
NCIH1693,High Expression,NCIH1693,-0.047283385,0.005465745,0.16683964,-0.894221122,-3.997069597,-3.226155663,-3.651046855,-3.868464644
NCIH1694,High Expression,NCIH1694,0.163978456,0.025786123,0.37185378,-1.797166588,-3.267712084,-4.686709611,-4.114534161,-3.295538165
NCIH1703,High Expression,NCIH1703,-0.150761634,-0.1008963,-0.352321642,-3.006870979,-3.354595492,-4.26078177,-3.906918923,-3.722065196
NCIH1792,High Expression,NCIH1792,0.132758332,-0.370126321,-0.91607854,-4.156896109,-5.520522599,-4.264990359,-3.583187282,-3.805377339
NCIH1793,Medium Expression,NCIH1793,0.218369812,0.121829452,-0.208933504,-1.221499417,-2.47328037,-2.039591755,-2.974183168,-2.722385749
NCIH1838,Medium Expression,NCIH1838,-0.00322683,-0.236525193,-0.39136884,-2.384386706,-2.663003662,-4.49683335,-3.157436552,-3.09470399
NCIH1876,High Expression,NCIH1876,-0.142677629,-0.097025638,0.796811976,-0.816038716,-2.556446293,-3.014085109,-2.972219395,-2.47754153
NCIH1915,Medium Expression,NCIH1915,-0.156329043,0.198624689,-0.188753582,-2.416185522,-3.720396134,-3.582015811,-4.101351084,-4.025389068
NCIH1975,Medium Expression,NCIH1975,-0.023976117,-0.002771594,-0.020883038,-3.415132907,-3.232575042,-3.57225454,-4.051467383,-3.521915412
NCIH2009,Medium Expression,NCIH2009,0.076088792,-0.455098116,0.09117475,-1.916372643,-2.909711975,-3.92964595,-3.676920939,-4.521063128
NCIH2023,High Expression,NCIH2023,-0.332038561,-0.185774049,0.002409168,-2.932070468,-3.243319506,-3.66350914,-3.793168174,-3.538857367
NCIH2052,High Expression,NCIH2052,0.493112041,-0.107257714,-0.407183602,-3.17015428,-3.381864654,-3.553396008,-5.402767126,-5.103084138
NCIH2087,High Expression,NCIH2087,0.054668504,-0.171323267,-0.00108699,-2.95873157,-3.645368165,-3.838877487,-4.19623009,-3.701784208
NCIH2110,Medium Expression,NCIH2110,-0.202912707,-1.061453979,-1.238331738,-3.44196322,-3.625098058,-3.665559183,-3.679040203,-3.325720003
NCIH2170,Medium Expression,NCIH2170,0.238186672,-0.980520864,-1.050921141,-3.487173597,-3.559738091,-5.528659495,-4.210656645,-4.876063419
NCIH2171,High Expression,NCIH2171,0.098742975,-0.14407822,-0.500145471,-2.129551331,-3.292454071,-2.84163666,-2.336324933,-2.730383807
NCIH2172,High Expression,NCIH2172,0.037975795,-0.203954479,0.091562621,-1.24825456,-3.78966833,-4.143642919,-4.341423704,-4.03721931
NCIH2228,Medium Expression,NCIH2228,0.140342673,0.160621369,-0.334443523,-2.361642452,-3.464643317,-3.887889021,-4.18087266,-3.607588623
NCIH2347,Medium Expression,NCIH2347,-0.053504766,-0.526864385,-0.637565334,-1.060538248,-4.021419742,-4.333428059,-4.153133737,-4.073904554
NCIH2444,Low Expression,NCIH2444,0.460079304,-0.29494058,-0.171107384,-2.135317043,-3.655157794,-4.252279063,-3.922236479,-3.74036724
NCIH2452,High Expression,NCIH2452,-0.56785175,-0.525591047,-0.755097191,-2.463775129,-2.212335573,-3.475956938,-3.034812959,-3.572251309
SNU1,High Expression,SNU1,-0.047732551,-0.061780249,-0.16670448,-2.178996164,-2.887504175,-3.414185805,-3.382746601,-3.773947657
NCIH2122,Medium Expression,NCIH2122,-0.005728132,-0.190767234,-1.011037463,-4.708433168,-3.566708018,-3.863504762,-3.648909378,-3.288543625
HS852T,High Expression,HS852T,-0.029499025,-0.292871018,-0.580334017,-0.214783169,-2.603809736,-2.865335062,-2.632542424,-3.088768427
SH4,High Expression,SH4,0.019938188,-0.338194709,-0.096208229,-1.003195325,-2.91990143,-3.562228959,-3.596450894,-3.53126618
A101D,High Expression,A101D,0.042908829,-0.186432103,-0.143167267,-1.025306843,-3.635694385,-3.619303388,-3.904846936,-3.778526087
A388,Medium Expression,A388,0.097687894,-0.296631562,-0.65639293,-3.246146729,-2.609204777,-3.404776906,-4.031073145,-2.745708804
DOTC24510,High Expression,DOTC24510,-0.9165394,-0.30490781,-0.29900661,-3.152428784,-4.006039427,-4.204686669,-4.309510232,-4.793165488
PLCPRF5,High Expression,PLCPRF5,-0.037125305,0.115869597,-0.39382726,-2.401734409,-4.506495274,-4.243888933,-3.79568346,-4.93497268
143B,High Expression,143B,-0.237234381,0.089957469,0.191114959,-2.687798112,-3.509576711,-3.937468039,-3.265977312,-3.660879157
KLE,High Expression,KLE,0.256333497,-0.165256131,-0.262176474,-1.956867957,-2.42462994,-2.448845816,-2.11351846,-2.113558759
OE19,Medium Expression,OE19,0.091043127,-0.765555749,-0.311949128,-0.534681989,-2.323383541,-4.130189744,-2.610904919,-3.475925949
OE21,Low Expression,OE21,-0.098965887,-0.16203744,-0.779274209,-3.845585565,-2.944826825,-3.651095601,-3.620875272,-3.324467548
NUGC3,Medium Expression,NUGC3,0.043392975,-0.127344527,0.036621488,-2.847865393,-1.925481245,-3.318531176,-3.900357439,-2.935091386
LOXIMVI,Medium Expression,LOXIMVI,0.046032631,-0.047945891,-0.231162164,-2.700171285,-3.070031606,-3.324082488,-3.370824629,-2.802213414
OVCAR8,Medium Expression,OVCAR8,0.070212304,0.097615527,-0.253500102,-4.187228014,-3.149926878,-3.760860977,-4.018784562,-3.660512196
WM1799,High Expression,WM1799,0.186147664,0.085560415,-0.228427829,-2.064049962,-3.560681367,-3.793145535,-3.967660007,-4.54634732
WM793,Medium Expression,WM793,0.214101907,-0.07502876,-0.0707488,-4.176142509,-3.641628981,-4.162527336,-3.984140406,-3.816421091
UACC257,High Expression,UACC257,-0.133995481,0.05594523,0.403660392,0.101457783,-2.295264892,-3.92492671,-3.720077082,-3.036624781
KNS62,Low Expression,KNS62,0.443292221,-0.231794596,0.035629197,-2.669969732,-2.882747491,-4.491382438,-2.763450954,-3.669785816
TE1,High Expression,TE1,-0.263104071,-0.274167341,0.171511773,-1.300104821,-3.329973509,-4.263441598,-5.209309613,-4.168906812
HS939T,High Expression,HS939T,-0.321004852,-0.210923257,0.154325773,-0.668088319,-3.648276742,-4.058430454,-3.432877211,-4.118397891
HS944T,Medium Expression,HS944T,-0.002054623,0.343156005,0.157778583,-1.267656935,-3.514626743,-3.68562033,-3.476365742,-3.059168334
KARPAS620,Medium Expression,KARPAS620,-0.229434509,-0.111464383,-0.923909161,-2.504075681,-2.908266854,-4.011708666,-3.847541993,-3.029607049
TE617T,High Expression,TE617T,-0.16853164,-0.451724474,-0.119070694,-3.687679417,-4.392662977,-4.443839021,-4.959987295,-4.466377499
HEP3B217,High Expression,HEP3B217,-0.320718205,0.20375786,-0.082913788,-1.990236163,-3.068846255,-3.898302642,-4.421914317,-4.172625744
HEPG2,Medium Expression,HEPG2,-0.265447126,-0.045160593,-0.370017694,-3.399889464,-3.851848112,-5.007239429,-4.974402854,-3.928808074
HEL9217,High Expression,HEL9217,-0.087489799,0.265731008,-0.420295833,-2.017386816,-3.909044974,-4.104462847,-4.206202962,-4.346062294
SW1088,High Expression,SW1088,-0.591300689,0.156546991,-0.849887413,-2.153117563,-3.342454549,-4.402451258,-3.479860573,-4.22310352
NCIH82,High Expression,NCIH82,-0.405043248,0.660199193,-0.395803983,-3.896717083,-4.295986075,-3.965979498,-5.484543461,-3.756203454
HS766T,High Expression,HS766T,-0.081325616,-0.08575817,-0.119225847,-1.964818475,-2.824480926,-3.443814016,-3.180522688,-2.851430451
J82,High Expression,J82,0.021240659,-0.109416527,-0.495266706,-2.48362052,-3.749647628,-4.319032876,-5.047652554,-4.087920482
SKNMC,High Expression,SKNMC,0.483280476,0.260443307,-0.854644537,-3.72653311,-2.568887108,-2.940738161,-2.931006919,-3.405907222
SW579,High Expression,SW579,0.344351588,0.03337274,0.040304878,-2.441071096,-3.43496228,-3.898400122,-4.167673394,-2.83469429
AN3CA,High Expression,AN3CA,0.147949984,-0.250823471,-2.40548404,-4.553731939,-3.473858969,-3.743490602,-3.263780136,-3.783470191
HEC1A,Medium Expression,HEC1A,-0.228771687,-0.147650854,-0.686756628,-2.317830129,-3.642285837,-3.52804585,-3.422601301,-3.49476422
HEC1B,High Expression,HEC1B,-0.102619597,-0.135845508,-0.463472767,-1.785500354,-2.976962213,-2.882675815,-2.985870558,-3.939966951
SKUT1,High Expression,SKUT1,0.087635166,0.045764597,-0.58289583,-3.766184615,-4.312342722,-3.418704037,-3.98487723,-4.070460539
SW954,Low Expression,SW954,0.137839013,-0.092257359,-0.094309294,-1.977982165,-3.647176085,-4.024269506,-4.270487877,-4.298310219
BT549,High Expression,BT549,-0.037672437,0.631333523,-1.613661218,-1.27958976,-2.766351858,-3.620387101,-3.31927479,-3.499261015
MDAMB435S,Low Expression,MDAMB435S,0.190179974,0.253573348,0.044390084,-1.442779258,-3.309540605,-4.09054603,-4.784165405,-3.135418786
