Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Gene Expression (GO:0010467)	25/381	2.477624215658943E-12	3.6321971001560106E-9	0	0	6.6269609921560315	177.0970565823089	RPL30;RPL32;RBM8A;MRPS11;RPLP0;HNRNPU;ADAR;MRPL55;HSPD1;HNRNPDL;RPL35;RPL18;RPS13;RBM39;CHTOP;ALYREF;RPL13A;HNRNPL;DDX39A;HNRNPH1;DKC1;NACA;RNPS1;FAU;UBA52
Regulation of mRNA Splicing, via Spliceosome (GO:0048024)	13/96	7.723297936125446E-11	5.661177387179952E-8	0	0	14.179593373493976	330.16041083794636	RBM39;DDX5;RBM8A;HNRNPU;HNRNPL;PUF60;PCBP4;C1QBP;RNPS1;HNRNPA1;SRSF7;SF1;SRSF9
RNA Processing (GO:0006396)	20/290	1.7683694722031246E-10	8.641432154165935E-8	0	0	6.858508277863117	154.01324224552732	NOP56;RBM39;DDX49;RBM8A;NOP2;WDR74;HNRNPU;ADAR;HNRNPL;EBNA1BP2;HNRNPDL;HNRNPH1;DKC1;PES1;KHSRP;RNPS1;SRSF7;NOP53;SNRPB;SRSF9
Macromolecule Biosynthetic Process (GO:0009059)	16/189	6.420161656481418E-10	1.9233974711254884E-7	0	0	8.448826929615777	178.8313148080007	RPL30;RPL32;MRPS11;RPLP0;RPL13A;EEF2;TUFM;MRPL55;NACA;EEF1D;RPL35;FAU;RPL18;UBA52;RPS13;EIF4G2
protein-RNA Complex Assembly (GO:0022618)	14/137	6.560018660046005E-10	1.9233974711254884E-7	0	0	10.330161507893106	218.42979285528986	NOP2;ADAR;TARBP2;EIF5;EIF6;PUF60;EIF4H;EIF3G;FAU;NOP53;SF1;SNRPB;SRSF9;EIF3B
Translation (GO:0006412)	17/232	1.720624633443285E-9	4.120096376499094E-7	0	0	7.240993657505285	146.12744058345797	RPL30;RPL32;MRPS11;RPLP0;RPL13A;EEF2;MRPL55;TUFM;MRPL53;NACA;EEF1D;RACK1;RPL35;FAU;RPL18;UBA52;RPS13
Cytoplasmic Translation (GO:0002181)	12/101	1.9673038632669617E-9	4.120096376499094E-7	0	0	12.148614232209738	243.53843228610882	EIF4A1;RPL30;RPL32;EEF1D;RPLP0;RACK1;RPL35;RPL13A;FAU;RPL18;UBA52;RPS13
mRNA Splicing, via Spliceosome (GO:0000398)	16/210	2.9925057481521744E-9	5.48376678348886E-7	0	0	7.526426272332882	147.72233321908573	HSPA8;DDX5;RBM8A;HNRNPU;WDR83;DDX39A;PUF60;HNRNPH1;RNPS1;PABPC1;KCNN4;HNRNPA1;SRSF7;SF1;SNRPB;SRSF9
Ribosome Biogenesis (GO:0042254)	13/157	3.4983807322810495E-8	5.698473503915576E-6	0	0	8.148375496031745	139.89441122071463	NOP56;DDX49;RPS19BP1;NOP16;NOP2;WDR74;WDR46;EBNA1BP2;EIF5;DKC1;PES1;NOP53;RPS13
Ribosomal Large Subunit Biogenesis (GO:0042273)	8/45	4.074198308493897E-8	5.972774720252053E-6	0	0	19.19036940871002	326.5434554075385	TRMT112;EBNA1BP2;NOP16;EIF6;PES1;NOP2;WDR74;NOP53
mRNA Processing (GO:0006397)	15/225	5.639892667488053E-8	7.5164387732158965E-6	0	0	6.4839124839124835	108.22178834363389	HSPA8;DDX5;RBM8A;HNRNPU;WDR83;DDX39A;HNRNPH1;RNPS1;PABPC1;KCNN4;HNRNPA1;SRSF7;SF1;SNRPB;SRSF9
Negative Regulation of RNA Splicing (GO:0033119)	6/20	7.373500803437239E-8	9.007960148199161E-6	0	0	37.75139146567718	619.9831041548717	PCBP4;C1QBP;RNPS1;SRSF7;RPS13;SRSF9
RNA Splicing, via Transesterification Reactions With Bulged Adenosine as Nucleophile (GO:0000377)	13/170	8.978067926671771E-8	1.0124498138846781E-5	0	0	7.468863739763421	121.18900656128923	HSPA8;DDX5;RBM8A;HNRNPU;WDR83;DDX39A;HNRNPH1;RNPS1;PABPC1;KCNN4;HNRNPA1;SF1;SNRPB
Maturation of LSU-rRNA (GO:0000470)	6/23	1.8656603027254755E-7	1.8985725698477058E-5	0	0	31.08479755538579	481.6427930127113	TRMT112;EIF6;PES1;NOP2;RPL35;FTSJ3
rRNA Metabolic Process (GO:0016072)	10/98	1.9426049486845556E-7	1.8985725698477058E-5	0	0	10.149179014817781	156.84608052939626	TRIR;NOP56;EBNA1BP2;DDX49;DKC1;PES1;NOP2;WDR74;SIRT7;NOP53
Regulation of RNA Splicing (GO:0043484)	10/104	3.408818673899864E-7	3.1233301099607504E-5	0	0	9.498547192801574	141.44979875911494	HNRNPL;RBM39;CDK11A;HNRNPH1;TAF10;HNRNPA1;SLC38A2;CDK11B;RPS13;SF1
Ribosome Assembly (GO:0042255)	7/42	4.6762855650733993E-7	4.032608610822119E-5	0	0	17.675652173913043	257.63308626953466	DDX3X;EIF5;EIF6;C1QBP;NOP2;FAU;NOP53
Negative Regulation of mRNA Splicing, via Spliceosome (GO:0048025)	5/15	5.282881068181983E-7	4.3026131366415485E-5	0	0	43.86206896551724	633.9658546723991	PCBP4;C1QBP;RNPS1;SRSF7;SRSF9
rRNA Processing (GO:0006364)	10/110	5.767275861333392E-7	4.449908638270923E-5	0	0	8.925991189427313	128.22985936588586	NOP56;TRMT112;EBNA1BP2;DDX49;EIF6;DKC1;PES1;NOP2;WDR74;NOP53
Regulation of Translation (GO:0006417)	13/201	6.233160965076931E-7	4.56890698740139E-5	0	0	6.227726063829787	88.9830707064534	DDX3X;SHMT2;IFRD2;RPL13A;EEF2;EIF5;EIF6;CSDE1;SERBP1;RACK1;EIF4H;EIF4G2;EIF3B
Regulation of Primary Metabolic Process (GO:0080090)	10/113	7.409193044958413E-7	5.0725313188000266E-5	0	0	8.664727770411872	122.30587411341689	HNRNPL;CDK11A;HNRNPH1;TAF10;GPS2;ADIPOR1;HNRNPA1;CDK11B;TARBP2;CERS2
Negative Regulation of mRNA Processing (GO:0050686)	5/16	7.612257095061432E-7	5.0725313188000266E-5	0	0	39.87264890282132	561.7392720473034	PCBP4;C1QBP;RNPS1;SRSF7;SRSF9
Regulation of Translational Initiation (GO:0006446)	8/69	1.2464567707390006E-6	7.944807069145108E-5	0	0	11.62631541269955	158.0621485816382	DDX3X;EIF5;CSDE1;EIF4H;SCRIB;EIF4G2;PPP1CA;EIF3B
Negative Regulation of DNA-templated Transcription (GO:0045892)	30/1006	1.7771911766354927E-6	1.0855676103948468E-4	0	0	2.8786528866714183	38.11473569800432	DDX5;CTBP1;SHC1;HNRNPU;GPS2;ZBTB45;FOXM1;PHB2;AURKB;DNAJB1;C1QBP;MAGEA2;E2F6;MEN1;SMARCE1;HSPA8;PHC2;NR1H2;CNBP;DDX56;SIRT7;SOX10;OVOL2;HNRNPL;MYBBP1A;THAP7;NACA;HDGF;AMOTL2;NOP53
Regulation of Alternative mRNA Splicing, via Spliceosome (GO:0000381)	7/55	3.0978622997865533E-6	1.8165864525948347E-4	0	0	12.880253623188405	163.38341881291868	HNRNPL;DDX5;RBM8A;PUF60;HNRNPU;RNPS1;HNRNPA1
Positive Regulation of Translation (GO:0045727)	9/107	4.089247278690906E-6	2.3057063502157185E-4	0	0	8.16219119226638	101.26952754772847	DDX3X;PKM;EIF6;C1QBP;CSDE1;CNBP;HNRNPU;PABPC1;EEF2
Regulation of Cell Cycle (GO:0051726)	15/317	4.3616477161351E-6	2.3682131673533543E-4	0	0	4.4880973688920704	55.39506281285755	ANAPC13;CDK11A;CTBP1;HNRNPU;FOXM1;CDK11B;YY1AP1;OVOL2;CDK4;PES1;LONP1;RACK1;NOP53;EIF4G2;MEN1
Ribonucleoprotein Complex Biogenesis (GO:0022613)	9/116	7.950287777414217E-6	4.162543529174729E-4	0	0	7.472331529758977	87.74237669113418	NOP56;EBNA1BP2;RPS19BP1;NOP16;PES1;NOP2;WDR74;WDR46;RPS13
Regulation of Cytoplasmic Translation (GO:2000765)	5/26	1.0435752813725279E-5	5.275452974110779E-4	0	0	20.875410509031198	239.44665495571866	PKM;CNBP;CSDE1;HNRNPU;PABPC1
RNA Biosynthetic Process (GO:0032774)	9/128	1.7644653519191425E-5	8.622354019711543E-4	0	0	6.714838567005749	73.49443010884957	HNRNPL;RBM39;HNRNPDL;DKC1;HNRNPH1;TAF10;HNRNPU;RNPS1;ADAR
Positive Regulation of Cytoplasmic Translation (GO:2000767)	4/15	2.1107383956139184E-5	9.981749961193562E-4	0	0	31.761217323449085	341.93769663822604	PKM;CSDE1;HNRNPU;PABPC1
Cytoplasmic Translational Initiation (GO:0002183)	5/36	5.445700593895614E-5	0.002494811584578428	0	0	14.134454949944383	138.77347870896864	EIF4A1;EIF5;EIF4H;EIF3G;EIF3B
Regulation of mRNA Processing (GO:0050684)	5/37	6.237923492255471E-5	0.0027711502544383393	0	0	13.69207974137931	132.57052398288695	RBM39;CDK11A;RBM8A;CDK11B;SF1
Alternative mRNA Splicing, via Spliceosome (GO:0000380)	4/20	7.160554291746636E-5	0.0030874625269707552	0	0	21.830472103004293	208.3574060212513	DDX5;PUF60;HNRNPU;SRSF9
Protein Metabolic Process (GO:0019538)	19/614	9.593193743140927E-5	0.004018177722127029	0	0	2.895482229589083	26.788629817026866	RPL30;RPL32;MRPS11;RPLP0;RPL13A;RABGGTB;FBXO22;MRPL55;HSPD1;APH1A;NACA;LONP1;MAGEA2;RPL35;FAU;RPL18;UBA52;RPS13;UBE2M
Negative Regulation of Transcription by RNA Polymerase II (GO:0000122)	21/732	1.191752748762826E-4	0.004790701407804448	0	0	2.6870800125019536	24.27754018395383	DDX5;CTBP1;NR1H2;CNBP;HNRNPU;GPS2;ZBTB45;SIRT7;FOXM1;SOX10;AURKB;DNAJB1;THAP7;NACA;C1QBP;MAGEA2;HDGF;AMOTL2;E2F6;NOP53;MEN1
RNA Export From Nucleus (GO:0006405)	6/67	1.2091129064717912E-4	0.004790701407804448	0	0	8.644241004896742	77.97497330471768	CHTOP;DDX39A;RBM8A;POM121C;ALYREF;HNRNPA1
Pinocytosis (GO:0006907)	3/10	1.6999835531622393E-4	0.0065583576024627445	0	0	37.28021978021978	323.58193617006043	RAB34;KCNN4;SNX5
Negative Regulation of Translation (GO:0017148)	7/102	1.7842246411050756E-4	0.006706854676564207	0	0	6.492860411899313	56.04219243835307	DDX3X;EIF6;IFRD2;SERBP1;RACK1;RPL13A;SCRIB
Regulation of mRNA Catabolic Process (GO:0061013)	5/47	1.9992400568873738E-4	0.007327214808492225	0	0	10.426929392446635	88.81213471821548	RBM8A;PCBP4;KHSRP;SERBP1;VIM
Negative Regulation of Response to Biotic Stimulus (GO:0002832)	5/48	2.2109728244750794E-4	0.007905576001659675	0	0	10.183941459502806	85.71729591042616	DDX39A;C1QBP;LONP1;AURKB;ATG12
Regulation of Transcription by RNA Polymerase II (GO:0006357)	44/2250	3.028237972494764E-4	0.010569992542088867	0	0	1.8763335040093199	15.202728495379155	EIF4A1;CRTC2;DDX5;DDX3X;CTBP1;HNRNPU;GPS2;ZBTB45;FOXM1;NPAS2;AURKB;TIAL1;DNAJB1;PCBP4;C1QBP;KHSRP;DVL1;MAGEA2;E2F6;BRD4;MEN1;SMARCE1;WWTR1;ANXA2;NR1H2;CNBP;TAF10;DDX56;SIRT7;SOX10;USF1;OVOL2;FOSL1;PSMC5;PKM;MYBBP1A;THAP7;CDK4;NACA;EEF1D;HDGF;AMOTL2;AGRN;NOP53
Regulation of mRNA Stability (GO:0043488)	6/80	3.215841969264273E-4	0.01096377750451494	0	0	7.121095121095121	57.26963550363197	PCBP4;KHSRP;SERBP1;HNRNPU;PABPC1;VIM
Positive Regulation of DNA-templated Transcription (GO:0045893)	29/1274	3.505723560069205E-4	0.011680433497866943	0	0	2.1408441458140253	17.03243492993557	EIF4A1;CRTC2;DDX3X;SHC1;HNRNPU;GPS2;FOXM1;NPAS2;DVL1;SNX5;BRD4;HMGN1;MEN1;WWTR1;ANXA2;NR1H2;CNBP;TAF10;DDX56;SIRT7;SOX10;USF1;FOSL1;PSMC5;PKM;MYBBP1A;NACA;EEF1D;AGRN
Cellular Response to Arsenic-Containing Substance (GO:0071243)	3/13	3.9493989220264815E-4	0.012586562651501787	0	0	26.092307692307692	204.4795961811243	DDX3X;HNRNPA1;SLC38A2
Formation of Cytoplasmic Translation Initiation Complex (GO:0001732)	3/13	3.9493989220264815E-4	0.012586562651501787	0	0	26.092307692307692	204.4795961811243	EIF5;EIF3G;EIF3B
Ribosomal Small Subunit Biogenesis (GO:0042274)	6/84	4.1872764815471494E-4	0.012868029658618609	0	0	6.754578754578755	52.53907139336953	NOP56;TRMT112;RPS19BP1;FAU;WDR46;RPS13
Negative Regulation of Response to External Stimulus (GO:0032102)	8/154	4.213270283858753E-4	0.012868029658618609	0	0	4.837231560686726	37.59545339313868	DDX39A;C1QBP;NR1H2;LONP1;GPS2;ATG12;AURKB;CERS2
Negative Regulation of Defense Response (GO:0031348)	7/121	5.074862617984459E-4	0.015183160404010647	0	0	5.405644546147979	41.00744071395897	DDX39A;C1QBP;NR1H2;LONP1;GPS2;ATG12;AURKB
Negative Regulation of Protein-Containing Complex Assembly (GO:0031333)	5/59	5.834426508048934E-4	0.017106538521599473	0	0	8.105044699872286	60.354737289185785	HSPA8;DDX3X;CSNK1A1;RPL13A;NOP53
Maturation of LSU-rRNA Frm Tricistronic rRNA Trnscpt (GO:0000463)	3/15	6.177134063199238E-4	0.017756232424804085	0	0	21.74145299145299	160.65816145397298	PES1;RPL35;FTSJ3
Intracellular Receptor Signaling Pathway (GO:0030522)	4/35	6.759425741001768E-4	0.018479192092730638	0	0	11.259033642530804	82.18421758700093	BECN1;DDX3X;NR1H2;DCBLD2
Protein Localization to Nucleus (GO:0034504)	7/127	6.777163495840208E-4	0.018479192092730638	0	0	5.133840579710145	37.46051410059645	CTDNEP1;POM121C;DVL1;HNRNPU;ADAR;PHB2;NOP53
RNA Splicing (GO:0008380)	6/92	6.806796541660671E-4	0.018479192092730638	0	0	6.12382965871338	44.657530332373035	RBM8A;KHSRP;WDR83;RNPS1;SRSF7;SNRPB
Ribosomal Large Subunit Assembly (GO:0000027)	3/16	7.538274508921014E-4	0.02009292805468765	0	0	20.068047337278106	144.29622519393465	EIF6;NOP2;NOP53
Regulation of mRNA Metabolic Process (GO:1903311)	3/17	9.076180384137278E-4	0.023343299023061842	0	0	18.633699633699635	130.5232322892913	CDK11A;RBM8A;CDK11B
Maturation of 5.8S rRNA (GO:0000460)	3/17	9.076180384137278E-4	0.023343299023061842	0	0	18.633699633699635	130.5232322892913	EIF6;PES1;FTSJ3
Positive Regulation of Proteasomal Protein Catabolic Process (GO:1901800)	6/98	9.490910111325178E-4	0.023989093488280534	0	0	5.722755505364201	39.83041186304553	PSMC5;CSNK1A1;DVL1;RACK1;FBXO22;NOP53
rRNA Modification (GO:0000154)	3/18	0.001079932608532332	0.026833579730650824	0	0	17.39059829059829	118.79268379473325	TRMT112;DKC1;FTSJ3
Positive Regulation of Viral Process (GO:0048524)	4/40	0.0011279730463100396	0.027560141431508634	0	0	9.692894611349548	65.78890366766123	DDX3X;PABPC1;ATG12;TARBP2
rRNA Methylation (GO:0031167)	3/19	0.0012715826091880022	0.03046374356168121	0	0	16.302884615384617	108.69936914000543	TRMT112;NOP2;FTSJ3
Adiponectin-Activated Signaling Pathway (GO:0033211)	2/5	0.0012883711465376774	0.03046374356168121	0	0	57.756028368794325	384.3303599644168	CSNK2B;ADIPOR1
Regulation of Apoptotic Process (GO:0042981)	18/703	0.0013552911762786083	0.031088962121836143	0	0	2.361003899610039	15.591453430649025	HSPA9;CDK11A;DDX3X;SHC1;SCRIB;PHB2;CDK11B;HSPD1;PRDX2;C1QBP;ARHGDIA;BAG1;LONP1;RACK1;RNPS1;CIAPIN1;NOP53;PHLDA3
Positive Regulation of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032436)	5/71	0.0013572261772152204	0.031088962121836143	0	0	6.62748171368861	43.756703622610345	CSNK1A1;DVL1;RACK1;FBXO22;NOP53
Regulation of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900151)	3/20	0.0014833443654095311	0.03245646029388616	0	0	15.343137254901961	99.93684993565635	CSDE1;HNRNPU;PABPC1
Positive Regulation of RNA Metabolic Process (GO:0051254)	3/20	0.0014833443654095311	0.03245646029388616	0	0	15.343137254901961	99.93684993565635	TRMT112;DXO;SIRT7
Protein Neddylation (GO:0045116)	3/20	0.0014833443654095311	0.03245646029388616	0	0	15.343137254901961	99.93684993565635	DCUN1D5;GPS1;UBE2M
Protein Modification Process (GO:0036211)	15/542	0.001603698855108877	0.03426483277417339	0	0	2.543079132263193	16.36583961345614	CDK11A;CTBP1;CSNK1A1;PDPK1;MOK;RABGGTB;FBXO22;CDK11B;AURKB;PPP1CA;CTDNEP1;PPP1CC;LONP1;UBA52;UBE2M
Negative Regulation of Programmed Cell Death (GO:0043069)	12/381	0.0016127376953737815	0.03426483277417339	0	0	2.889683830171635	18.580152988429514	HSPA9;PRDX2;BECN1;PSMC5;DDX3X;SHC1;ARHGDIA;BAG1;LONP1;CIAPIN1;PHB2;HSPD1
Regulation of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032434)	6/109	0.0016448471632232462	0.03444779916121827	0	0	5.108813516580507	32.748045417234216	CSNK1A1;CSNK2B;DVL1;RACK1;FBXO22;NOP53
Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001242)	4/46	0.0019086055225205917	0.03886132911132205	0	0	8.305742898017575	52.005432371438886	BECN1;DDX3X;RACK1;P4HB
- Reg of Phosphatidylinositol 3-Kinase/Prot Kinase B Signal Transduction (GO:0051898)	4/46	0.0019086055225205917	0.03886132911132205	0	0	8.305742898017575	52.005432371438886	RACK1;SIRT7;NOP53;PHLDA3
Regulation of Mitochondrial Translation (GO:0070129)	3/22	0.0019701379295790516	0.03956468773647794	0	0	13.726720647773279	85.51268894371583	DDX3X;SHMT2;C1QBP
Positive Regulation of Transcription by RNA Polymerase II (GO:0045944)	22/983	0.0022810607050071084	0.04487595321271377	0	0	2.0657841879824796	12.566402207844131	EIF4A1;WWTR1;CRTC2;DDX3X;ANXA2;NR1H2;CNBP;TAF10;DDX56;HNRNPU;GPS2;FOXM1;USF1;PKM;MYBBP1A;NACA;EEF1D;MED10;DVL1;AGRN;BRD4;MEN1
Positive Regulation of Cellular Process (GO:0048522)	16/620	0.002295836624115643	0.04487595321271377	0	0	2.3682838392616343	14.39125084291642	SMARCE1;WWTR1;DDX3X;DDX49;SHC1;CNBP;NOP2;FOXM1;FOSL1;CDK4;C1QBP;HDGF;AMOTL2;P4HB;IL13RA2;EIF4G2
Translational Elongation (GO:0006414)	4/49	0.0024124346412561296	0.04653459452738797	0	0	7.750882212684788	46.71548803106996	EEF1D;RACK1;EEF2;TUFM
Response to Insulin (GO:0032868)	5/82	0.0025687318661051406	0.04764000028342828	0	0	5.677619793999105	33.863271529621514	PKM;EIF6;PDPK1;SLC2A1;USF1
Nuclear Export (GO:0051168)	4/50	0.002598862602722606	0.04764000028342828	0	0	7.582011569322635	45.13329916868285	DDX39A;POM121C;ALYREF;HNRNPA1
Nucleobase-Containing Small Molecule Interconversion (GO:0015949)	2/7	0.002664720343274979	0.04764000028342828	0	0	34.65021276595745	205.39454727661447	GUK1;AK2
Positive Regulation of Attachment of Mitotic Spindle Microtubules to Kinetochore (GO:1902425)	2/7	0.002664720343274979	0.04764000028342828	0	0	34.65021276595745	205.39454727661447	BECN1;HNRNPU
Macropinocytosis (GO:0044351)	2/7	0.002664720343274979	0.04764000028342828	0	0	34.65021276595745	205.39454727661447	RAB34;KCNN4
rRNA Base Methylation (GO:0070475)	2/7	0.002664720343274979	0.04764000028342828	0	0	34.65021276595745	205.39454727661447	TRMT112;NOP2
Negative Regulation of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042059)	3/25	0.002868648287674405	0.049475745761537376	0	0	11.853146853146853	69.38730633848371	ERRFI1;RNF126;GPRC5A
Chaperone Cofactor-Dependent Protein Refolding (GO:0051085)	3/25	0.002868648287674405	0.049475745761537376	0	0	11.853146853146853	69.38730633848371	HSPA9;DNAJB1;HSPA8
Regulation of Centrosome Cycle (GO:0046605)	3/25	0.002868648287674405	0.049475745761537376	0	0	11.853146853146853	69.38730633848371	CDK11A;CHMP1A;CDK11B
Signal Transduction by P53 Class Mediator (GO:0072331)	4/52	0.0030009130348768545	0.051155098943365916	0	0	7.265379113018598	42.20341530127074	DDX5;MYBBP1A;MAGEA2;FOXM1
Regulation of Innate Immune Response (GO:0045088)	5/86	0.0031596419266091886	0.053241782349529546	0	0	5.396179225202213	31.067404156061173	DDX39A;CDC37;LONP1;ATG12;AURKB
Positive Regulation of Ubiquitin-Dependent Protein Catabolic Process (GO:2000060)	5/88	0.003489194669932119	0.05808103921014374	0	0	5.265631491483174	29.79338699263827	CSNK1A1;DVL1;RACK1;FBXO22;NOP53
R-loop Processing (GO:0062176)	2/8	0.0035260658183511543	0.05808103921014374	0	0	28.873758865248227	163.06664736489742	DDX56;SIRT7
Nuclear-Transcribed mRNA Catabolic Process (GO:0000956)	5/89	0.003662910564956919	0.05966474320252048	0	0	5.202688834154351	29.18446850631889	DDX5;RBM8A;CSDE1;DXO;RNPS1
Mitotic Metaphase Chromosome Alignment (GO:0007080)	4/56	0.003928470740940033	0.0632872319364625	0	0	6.705183228788379	37.14339637898969	BECN1;CHMP1A;KIF22;AURKB
Positive Regulation of Viral Genome Replication (GO:0045070)	3/28	0.0039836901306071594	0.06347923621163147	0	0	10.429230769230768	57.62720187683413	DDX3X;PABPC1;TARBP2
Regulation of Cell Growth (GO:0001558)	8/221	0.004173880024171197	0.06466536127330375	0	0	3.3046722840683107	18.105999427590223	CDK11A;DDX3X;DDX49;DCUN1D5;RACK1;CDK11B;EIF4G2;DCBLD2
Negative Regulation of Innate Immune Response (GO:0045824)	4/57	0.0041874403303131524	0.06466536127330375	0	0	6.578346424811726	36.02082542984998	DDX39A;LONP1;ATG12;AURKB
Cytoplasmic Pattern Recognition Receptor Signaling Pathway (GO:0002753)	3/29	0.004406006133802323	0.06466536127330375	0	0	10.027613412228797	54.397663254254496	BECN1;DDX3X;PHB2
mRNA Splice Site Recognition (GO:0006376)	3/29	0.004406006133802323	0.06466536127330375	0	0	10.027613412228797	54.397663254254496	PUF60;SF1;SRSF9
Negative Regulation of Epidermal Growth Factor-Activated Receptor Activity (GO:0007175)	2/9	0.004499227046300806	0.06466536127330375	0	0	24.747720364741642	133.73296038886943	ERRFI1;GPRC5A
Alpha-Linolenic Acid Metabolic Process (GO:0036109)	2/9	0.004499227046300806	0.06466536127330375	0	0	24.747720364741642	133.73296038886943	ELOVL1;ACAA1
Negative Regulation of Transcription by RNA Polymerase I (GO:0016479)	2/9	0.004499227046300806	0.06466536127330375	0	0	24.747720364741642	133.73296038886943	DDX56;NOP53
Positive Regulation of rRNA Processing (GO:2000234)	2/9	0.004499227046300806	0.06466536127330375	0	0	24.747720364741642	133.73296038886943	TRMT112;SIRT7
Modification-Dependent Macromolecule Catabolic Process (GO:0043632)	2/9	0.004499227046300806	0.06466536127330375	0	0	24.747720364741642	133.73296038886943	FAU;UBA52
Regulation of Attachment of Mitotic Spindle Microtubules to Kinetochore (GO:1902423)	2/9	0.004499227046300806	0.06466536127330375	0	0	24.747720364741642	133.73296038886943	BECN1;HNRNPU
Mitochondrion Organization (GO:0007005)	6/134	0.0046030118770567265	0.06551471273558408	0	0	4.105925324675325	22.09416661420664	LETM1;STOML2;MSTO1;LONP1;PHB2;HSPD1
mRNA Transport (GO:0051028)	4/59	0.004739461436350374	0.06680817755470815	0	0	6.338509559110418	33.92263683767276	CHTOP;DDX39A;RBM8A;ALYREF
Negative Regulation of Response to Endoplasmic Reticulum Stress (GO:1903573)	3/30	0.004854444938841029	0.0676088906948269	0	0	9.655745489078823	51.444465100462615	NR1H2;RACK1;SYVN1
Organelle Organization (GO:0006996)	12/437	0.004888500964291713	0.0676088906948269	0	0	2.5018980392156864	13.312273153516026	LETM1;COG8;STOML2;SMPD4;MSTO1;CSNK1A1;RAB34;CHMP1A;LONP1;SH3BGRL3;AUP1;PHB2
Regulation of Transcription by RNA Polymerase I (GO:0006356)	3/31	0.0053294492718865	0.07114614847749405	0	0	9.31043956043956	48.73556451794363	MYBBP1A;DDX56;SIRT7
Positive Regulation of ATP-dependent Activity (GO:0032781)	3/31	0.0053294492718865	0.07114614847749405	0	0	9.31043956043956	48.73556451794363	DNAJB1;CHTOP;HNRNPU
Regulation of Reactive Oxygen Species Metabolic Process (GO:2000377)	4/61	0.005338387675664628	0.07114614847749405	0	0	6.115503350651307	32.001399213754645	EIF6;SHC1;GRB2;FOXM1
mRNA Export From Nucleus (GO:0006406)	4/61	0.005338387675664628	0.07114614847749405	0	0	6.115503350651307	32.001399213754645	CHTOP;DDX39A;RBM8A;ALYREF
CRD-mediated mRNA Stabilization (GO:0070934)	2/10	0.005581539037716379	0.07115248895036705	0	0	21.653191489361703	112.34305262303579	HNRNPU;PABPC1
Regulation of Nuclear-Transcribed mRNA Catabolic Process, Nonsense-Mediated Decay (GO:2000622)	2/10	0.005581539037716379	0.07115248895036705	0	0	21.653191489361703	112.34305262303579	RBM8A;PABPC1
Cellular Response to Nutrient (GO:0031670)	2/10	0.005581539037716379	0.07115248895036705	0	0	21.653191489361703	112.34305262303579	CSNK1A1;USF1
Positive Regulation of Attachment of Spindle Microtubules to Kinetochore (GO:0051987)	2/10	0.005581539037716379	0.07115248895036705	0	0	21.653191489361703	112.34305262303579	BECN1;HNRNPU
Regulation of DNA-templated Transcription Initiation (GO:2000142)	2/10	0.005581539037716379	0.07115248895036705	0	0	21.653191489361703	112.34305262303579	FOSL1;CDK4
Spliceosomal Complex Assembly (GO:0000245)	4/63	0.005985926651271631	0.07500314932277104	0	0	5.907616207172474	30.237212694956124	PUF60;SF1;SNRPB;SRSF9
Positive Regulation of Mitotic Cell Cycle Phase Transition (GO:1901992)	4/63	0.005985926651271631	0.07500314932277104	0	0	5.907616207172474	30.237212694956124	DDX3X;CDK4;PHB2;BRD4
Protein-Containing Complex Disassembly (GO:0032984)	4/65	0.00668372924115623	0.08202794445033237	0	0	5.713361007528319	28.612964295765416	BECN1;HSPA8;CHMP1A;ATG12
Regulation of Epidermal Growth Factor-Activated Receptor Activity (GO:0007176)	2/11	0.006770382863908742	0.08202794445033237	0	0	19.246335697399527	96.13925066666229	ERRFI1;GPRC5A
- Reg of Nuclear-Transcribed mRNA Cat Proc, Deadenylation-Dep Decay (GO:1900152)	2/11	0.006770382863908742	0.08202794445033237	0	0	19.246335697399527	96.13925066666229	HNRNPU;PABPC1
Positive Regulation of Triglyceride Biosynthetic Process (GO:0010867)	2/11	0.006770382863908742	0.08202794445033237	0	0	19.246335697399527	96.13925066666229	CTDNEP1;NR1H2
Positive Regulation of Macromolecule Metabolic Process (GO:0010604)	3/34	0.006917897810963542	0.08208678479251101	0	0	8.40818858560794	41.819331160670416	ANXA2;NR1H2;SCRIB
Positive Regulation of Transcription by RNA Polymerase I (GO:0045943)	3/34	0.006917897810963542	0.08208678479251101	0	0	8.40818858560794	41.819331160670416	MYBBP1A;DDX56;SIRT7
Regulation of Cell Cycle Process (GO:0010564)	6/146	0.006943220541794928	0.08208678479251101	0	0	3.7517625231910947	18.646220560941273	SMARCE1;BECN1;CDK11A;MYBBP1A;CDK11B;AURKB
Negative Regulation of Cytoplasmic Pattern Recognition Receptor Signaling Pathway (GO:0039532)	3/35	0.007503082971357492	0.08799615708808067	0	0	8.145032051282051	39.84909103506657	C1QBP;AURKB;TARBP2
