gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
LOC101929354	1.5005	0.5192	1.076	0.1469	NA
LOC101929356	2.7122	0.2808	0.9354	0.5286	0.6318
LOC101929360	0.2136	-0.042	1.081	0.8578	NA
LOC101929381	1.7606	-0.0623	0.975	0.8761	0.9148
LOC101929385	0.3636	0.1075	1.0838	0.6473	NA
LOC101929387	0.6025	-0.1525	1.0717	0.5694	NA
LOC101929396	3.4003	0.793	1.0564	0.0735	0.1192
LOC101929401	0.3385	0.1016	1.0835	0.6652	NA
LOC101929408	0.2189	-0.0439	1.081	0.8513	NA
LOC101929409	0.1928	-0.0384	1.081	0.8697	NA
LOC101929410	0.651	-0.1414	1.0776	0.578	NA
LOC101929422	0.1928	-0.0384	1.081	0.8697	NA
LOC101929426	18.0608	-0.3518	0.6174	0.4651	0.5716
LOC101929427	0.6843	-0.0263	1.0622	0.9234	NA
LOC101929444	0.2861	0.0945	1.0832	0.6866	NA
LOC101929451	68.0305	-0.3857	0.3701	0.2576	0.354
LOC101929457	0.2136	-0.042	1.081	0.8578	NA
LOC101929467	0.2956	0.0964	1.0834	0.6808	NA
LOC101929469	1.1	-0.1527	1.0311	0.6497	NA
LOC101929475	0.4232	-0.0947	1.0815	0.691	NA
LOC101929479	125.308	-0.58	0.2884	0.0345	0.0602
LOC101929484	1.8106	-0.5472	1.0639	0.1474	0.2195
LOC101929494	125.0558	0.4231	0.3064	0.144	0.2152
LOC101929500	23.396	2.731	0.8072	0	0
LOC101929511	0.9529	-0.0913	1.0374	0.7761	NA
LOC101929513	10.3668	-0.346	0.7205	0.4923	0.5977
LOC101929519	0.4084	-0.0904	1.0812	0.7043	NA
LOC101929521	10.8886	1.1913	0.799	0.0265	0.0474
LOC101929523	11.0164	-0.3241	0.7034	0.5183	0.6229
LOC101929533	6.7081	0.856	0.8643	0.0994	0.156
LOC101929534	0.1928	-0.0384	1.081	0.8697	NA
LOC101929536	2.9192	0.3153	0.95	0.4717	0.5775
LOC101929540	3.0457	0.0495	0.9418	0.9084	0.9395
LOC101929542	0.2151	-0.0425	1.081	0.856	NA
LOC101929545	41.6077	-1.3872	0.5214	0.0017	0.0035
LOC101929547	1.2317	0.2221	1.045	0.4949	NA
LOC101929548	1.4654	0.3298	1.032	0.3622	NA
LOC101929552	0.2151	-0.0425	1.081	0.856	NA
LOC101929555	0.214	-0.0421	1.081	0.8573	NA
LOC101929560	0.2884	0.095	1.0833	0.6852	NA
LOC101929566	0.5509	0.0354	1.0727	0.8884	NA
LOC101929571	4.7887	0.4224	0.8597	0.3904	0.4969
LOC101929574	0.2178	-0.0435	1.081	0.8526	NA
LOC101929575	0.407	-0.0899	1.0812	0.7058	NA
LOC101929580	2.2119	-0.2451	0.9776	0.5485	0.6498
LOC101929599	1.0739	0.1863	1.0487	0.553	NA
LOC101929602	0.3411	0.1022	1.0835	0.6633	NA
LOC101929609	2.0543	-0.6313	1.0692	0.1101	0.1707
LOC101929610	4.5146	0.1947	0.8693	0.6837	0.7678
LOC101929615	0.2136	-0.042	1.081	0.8578	NA
LOC101929617	0.2136	-0.042	1.081	0.8578	NA
