gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
MTX1	1284.4124	0.3209	0.2115	0.1219	0.2051
MTX2	514.6604	0.319	0.2343	0.1632	0.2617
MTX3	617.923	-0.7942	0.2516	0.0012	0.0035
MUC1	18.6051	0.4136	0.7374	0.4534	0.5827
MUC12	0.5314	-0.1178	1.1596	0.6694	NA
MUC13	38.3922	0.5834	0.5616	0.2264	0.3411
MUC15	12.7268	-0.9736	0.8138	0.0872	0.1555
MUC19	1.8641	0.4849	1.1094	0.2483	NA
MUC2	0.3224	0.1259	1.1627	0.6405	NA
MUC20	8.1416	0.3729	0.8277	0.5047	0.6296
MUC4	0.2908	-0.0694	1.1595	0.7982	NA
MUC5AC	50.6646	-0.1533	0.4744	0.7198	0.8103
MUC5B	375.2094	-0.7724	0.4777	0.0721	0.132
MUC6	1.5672	0.0707	1.1193	0.8409	NA
MUC7	0.9314	0.1349	1.1474	0.6579	NA
